ZIP CODE,Year,Year,Quarter,time
90031,9,2009,Q4,"2009, Q4"
90255,22,2022,Q2,"2022, Q2"
91505,19,2019,Q4,"2019, Q4"
91006,19,2019,Q1,"2019, Q1"
90067,17,2017,Q3,"2017, Q3"
90064,3,2003,Q3,"2003, Q3"
90015,22,2022,Q3,"2022, Q3"
91344,11,2011,Q4,"2011, Q4"
90017,17,2017,Q3,"2017, Q3"
90036,18,2018,Q1,"2018, Q1"
91042,13,2013,Q2,"2013, Q2"
90042,15,2015,Q1,"2015, Q1"
93552,3,2003,Q3,"2003, Q3"
91344,19,2019,Q3,"2019, Q3"
90018,21,2021,Q3,"2021, Q3"
91362,21,2021,Q3,"2021, Q3"
90032,99,1999,Q2,"1999, Q2"
90026,10,2010,Q1,"2010, Q1"
91331,15,2015,Q3,"2015, Q3"
91331,19,2019,Q3,"2019, Q3"
91605,22,2022,Q3,"2022, Q3"
91423,19,2019,Q3,"2019, Q3"
90064,22,2022,Q2,"2022, Q2"
91352,17,2017,Q3,"2017, Q3"
90049,12,2012,Q2,"2012, Q2"
90262,22,2022,Q3,"2022, Q3"
91311,17,2017,Q3,"2017, Q3"
90066,98,1998,Q1,"1998, Q1"
90028,1,2001,Q4,"2001, Q4"
91103,9,2009,Q1,"2009, Q1"
90003,18,2018,Q1,"2018, Q1"
91301,79,1979,Q4,"1979, Q4"
90018,7,2007,Q1,"2007, Q1"
90293,14,2014,Q3,"2014, Q3"
90015,20,2020,Q4,"2020, Q4"
90007,16,2016,Q2,"2016, Q2"
91405,21,2021,Q3,"2021, Q3"
91356,13,2013,Q4,"2013, Q4"
90047,19,2019,Q3,"2019, Q3"
91331,20,2020,Q3,"2020, Q3"
91406,19,2019,Q3,"2019, Q3"
90029,3,2003,Q3,"2003, Q3"
91356,0,2000,Q1,"2000, Q1"
90026,1,2001,Q2,"2001, Q2"
90029,14,2014,Q4,"2014, Q4"
91311,19,2019,Q3,"2019, Q3"
90063,19,2019,Q3,"2019, Q3"
90066,72,1972,Q1,"1972, Q1"
91331,19,2019,Q3,"2019, Q3"
90019,22,2022,Q2,"2022, Q2"
90712,17,2017,Q3,"2017, Q3"
90032,18,2018,Q1,"2018, Q1"
91606,19,2019,Q3,"2019, Q3"
91345,97,1997,Q2,"1997, Q2"
90221,20,2020,Q1,"2020, Q1"
90015,19,2019,Q3,"2019, Q3"
90044,19,2019,Q3,"2019, Q3"
90037,15,2015,Q2,"2015, Q2"
90003,13,2013,Q3,"2013, Q3"
90302,19,2019,Q3,"2019, Q3"
90248,19,2019,Q1,"2019, Q1"
90029,19,2019,Q3,"2019, Q3"
90732,18,2018,Q1,"2018, Q1"
91352,14,2014,Q2,"2014, Q2"
91402,15,2015,Q2,"2015, Q2"
91405,16,2016,Q4,"2016, Q4"
91342,15,2015,Q3,"2015, Q3"
91340,10,2010,Q1,"2010, Q1"
90015,19,2019,Q3,"2019, Q3"
90405,11,2011,Q2,"2011, Q2"
90023,96,1996,Q2,"1996, Q2"
91606,22,2022,Q2,"2022, Q2"
90020,10,2010,Q1,"2010, Q1"
91605,16,2016,Q3,"2016, Q3"
90029,84,1984,Q4,"1984, Q4"
91423,13,2013,Q2,"2013, Q2"
91302,19,2019,Q3,"2019, Q3"
90037,19,2019,Q3,"2019, Q3"
90731,96,1996,Q2,"1996, Q2"
90027,16,2016,Q1,"2016, Q1"
90014,15,2015,Q2,"2015, Q2"
91040,14,2014,Q2,"2014, Q2"
91411,13,2013,Q1,"2013, Q1"
90059,15,2015,Q3,"2015, Q3"
90027,91,1991,Q1,"1991, Q1"
90017,19,2019,Q3,"2019, Q3"
90007,19,2019,Q2,"2019, Q2"
90028,20,2020,Q1,"2020, Q1"
90057,16,2016,Q1,"2016, Q1"
90015,12,2012,Q3,"2012, Q3"
90047,17,2017,Q1,"2017, Q1"
91331,16,2016,Q3,"2016, Q3"
90013,17,2017,Q3,"2017, Q3"
91101,73,1973,Q1,"1973, Q1"
91316,21,2021,Q2,"2021, Q2"
91331,9,2009,Q4,"2009, Q4"
91605,17,2017,Q2,"2017, Q2"
90011,17,2017,Q1,"2017, Q1"
91345,22,2022,Q2,"2022, Q2"
90042,9,2009,Q1,"2009, Q1"
90670,4,2004,Q1,"2004, Q1"
91803,19,2019,Q3,"2019, Q3"
91324,15,2015,Q1,"2015, Q1"
91106,19,2019,Q2,"2019, Q2"
90003,22,2022,Q3,"2022, Q3"
91325,19,2019,Q3,"2019, Q3"
90028,19,2019,Q2,"2019, Q2"
90024,21,2021,Q1,"2021, Q1"
90016,16,2016,Q2,"2016, Q2"
91343,19,2019,Q3,"2019, Q3"
91303,2,2002,Q1,"2002, Q1"
90068,5,2005,Q3,"2005, Q3"
90032,20,2020,Q2,"2020, Q2"
90731,14,2014,Q2,"2014, Q2"
91042,20,2020,Q3,"2020, Q3"
90211,99,1999,Q4,"1999, Q4"
91604,19,2019,Q2,"2019, Q2"
91344,10,2010,Q3,"2010, Q3"
90014,13,2013,Q2,"2013, Q2"
91766,15,2015,Q3,"2015, Q3"
91402,16,2016,Q4,"2016, Q4"
91361,3,2003,Q2,"2003, Q2"
90006,91,1991,Q2,"1991, Q2"
90005,21,2021,Q1,"2021, Q1"
91606,16,2016,Q3,"2016, Q3"
90066,17,2017,Q3,"2017, Q3"
90043,14,2014,Q4,"2014, Q4"
90032,19,2019,Q3,"2019, Q3"
91605,19,2019,Q3,"2019, Q3"
91342,12,2012,Q3,"2012, Q3"
91343,20,2020,Q3,"2020, Q3"
90011,16,2016,Q1,"2016, Q1"
90023,17,2017,Q3,"2017, Q3"
90250,19,2019,Q3,"2019, Q3"
90250,20,2020,Q3,"2020, Q3"
90028,18,2018,Q1,"2018, Q1"
91606,13,2013,Q4,"2013, Q4"
90002,17,2017,Q1,"2017, Q1"
91362,9,2009,Q4,"2009, Q4"
90047,20,2020,Q3,"2020, Q3"
91607,84,1984,Q4,"1984, Q4"
90015,71,1971,Q2,"1971, Q2"
91356,19,2019,Q1,"2019, Q1"
90004,19,2019,Q3,"2019, Q3"
90028,19,2019,Q4,"2019, Q4"
90035,86,1986,Q2,"1986, Q2"
90033,81,1981,Q3,"1981, Q3"
90031,9,2009,Q1,"2009, Q1"
91352,19,2019,Q3,"2019, Q3"
90042,20,2020,Q2,"2020, Q2"
90020,15,2015,Q1,"2015, Q1"
90058,15,2015,Q1,"2015, Q1"
90023,19,2019,Q1,"2019, Q1"
90066,16,2016,Q1,"2016, Q1"
90064,22,2022,Q2,"2022, Q2"
91367,21,2021,Q3,"2021, Q3"
90280,16,2016,Q3,"2016, Q3"
91604,87,1987,Q4,"1987, Q4"
90025,5,2005,Q2,"2005, Q2"
91402,90,1990,Q3,"1990, Q3"
91602,12,2012,Q2,"2012, Q2"
90015,14,2014,Q4,"2014, Q4"
91356,11,2011,Q1,"2011, Q1"
91745,17,2017,Q1,"2017, Q1"
91367,4,2004,Q1,"2004, Q1"
91405,16,2016,Q1,"2016, Q1"
91367,22,2022,Q1,"2022, Q1"
91352,86,1986,Q3,"1986, Q3"
91326,10,2010,Q1,"2010, Q1"
91331,15,2015,Q1,"2015, Q1"
91773,21,2021,Q2,"2021, Q2"
90047,17,2017,Q3,"2017, Q3"
90006,90,1990,Q1,"1990, Q1"
91356,20,2020,Q3,"2020, Q3"
93534,20,2020,Q4,"2020, Q4"
91307,17,2017,Q3,"2017, Q3"
90019,16,2016,Q4,"2016, Q4"
90043,16,2016,Q1,"2016, Q1"
90029,20,2020,Q4,"2020, Q4"
90291,12,2012,Q3,"2012, Q3"
90044,11,2011,Q4,"2011, Q4"
91214,19,2019,Q3,"2019, Q3"
91331,19,2019,Q1,"2019, Q1"
90019,2,2002,Q2,"2002, Q2"
91342,22,2022,Q3,"2022, Q3"
90016,13,2013,Q3,"2013, Q3"
90017,12,2012,Q3,"2012, Q3"
90011,19,2019,Q3,"2019, Q3"
90011,19,2019,Q1,"2019, Q1"
91342,20,2020,Q2,"2020, Q2"
90067,20,2020,Q3,"2020, Q3"
91352,18,2018,Q3,"2018, Q3"
90003,16,2016,Q2,"2016, Q2"
90045,20,2020,Q1,"2020, Q1"
91607,15,2015,Q4,"2015, Q4"
90019,11,2011,Q1,"2011, Q1"
91307,20,2020,Q1,"2020, Q1"
91356,19,2019,Q3,"2019, Q3"
90047,18,2018,Q3,"2018, Q3"
91344,17,2017,Q3,"2017, Q3"
90241,19,2019,Q3,"2019, Q3"
91303,18,2018,Q4,"2018, Q4"
90063,19,2019,Q1,"2019, Q1"
90005,19,2019,Q2,"2019, Q2"
91311,94,1994,Q1,"1994, Q1"
90041,19,2019,Q3,"2019, Q3"
90019,19,2019,Q1,"2019, Q1"
90057,19,2019,Q3,"2019, Q3"
90027,20,2020,Q3,"2020, Q3"
91602,10,2010,Q4,"2010, Q4"
90008,2,2002,Q3,"2002, Q3"
90034,20,2020,Q3,"2020, Q3"
90031,11,2011,Q2,"2011, Q2"
91406,6,2006,Q1,"2006, Q1"
91042,19,2019,Q1,"2019, Q1"
90037,48,1948,Q1,"1948, Q1"
90292,88,1988,Q1,"1988, Q1"
91326,87,1987,Q1,"1987, Q1"
90291,14,2014,Q3,"2014, Q3"
91326,16,2016,Q2,"2016, Q2"
90021,20,2020,Q3,"2020, Q3"
91411,18,2018,Q2,"2018, Q2"
90066,15,2015,Q2,"2015, Q2"
90247,11,2011,Q1,"2011, Q1"
90062,15,2015,Q1,"2015, Q1"
90732,21,2021,Q4,"2021, Q4"
90805,19,2019,Q2,"2019, Q2"
90028,18,2018,Q2,"2018, Q2"
91311,19,2019,Q3,"2019, Q3"
90026,99,1999,Q3,"1999, Q3"
90045,6,2006,Q3,"2006, Q3"
90003,19,2019,Q3,"2019, Q3"
91343,19,2019,Q3,"2019, Q3"
90011,19,2019,Q3,"2019, Q3"
91405,20,2020,Q3,"2020, Q3"
90015,19,2019,Q3,"2019, Q3"
93532,21,2021,Q3,"2021, Q3"
90014,19,2019,Q3,"2019, Q3"
90043,22,2022,Q3,"2022, Q3"
91352,7,2007,Q2,"2007, Q2"
90016,19,2019,Q3,"2019, Q3"
91361,19,2019,Q3,"2019, Q3"
90043,21,2021,Q1,"2021, Q1"
90731,5,2005,Q4,"2005, Q4"
90019,16,2016,Q3,"2016, Q3"
90008,13,2013,Q1,"2013, Q1"
90037,20,2020,Q2,"2020, Q2"
91302,15,2015,Q1,"2015, Q1"
91331,16,2016,Q3,"2016, Q3"
91311,20,2020,Q2,"2020, Q2"
90027,1,2001,Q3,"2001, Q3"
90026,22,2022,Q3,"2022, Q3"
90019,7,2007,Q1,"2007, Q1"
91406,20,2020,Q4,"2020, Q4"
90048,18,2018,Q4,"2018, Q4"
91342,19,2019,Q1,"2019, Q1"
90008,84,1984,Q1,"1984, Q1"
91352,15,2015,Q1,"2015, Q1"
90018,84,1984,Q3,"1984, Q3"
90026,13,2013,Q3,"2013, Q3"
90731,19,2019,Q3,"2019, Q3"
90057,99,1999,Q3,"1999, Q3"
91606,10,2010,Q1,"2010, Q1"
91402,11,2011,Q1,"2011, Q1"
91303,86,1986,Q2,"1986, Q2"
91604,1,2001,Q1,"2001, Q1"
91423,21,2021,Q2,"2021, Q2"
90012,22,2022,Q2,"2022, Q2"
91356,87,1987,Q1,"1987, Q1"
91325,18,2018,Q3,"2018, Q3"
90011,17,2017,Q2,"2017, Q2"
91607,11,2011,Q2,"2011, Q2"
90015,19,2019,Q3,"2019, Q3"
90222,20,2020,Q3,"2020, Q3"
90403,17,2017,Q1,"2017, Q1"
90712,16,2016,Q1,"2016, Q1"
91331,21,2021,Q3,"2021, Q3"
91601,20,2020,Q3,"2020, Q3"
91605,9,2009,Q3,"2009, Q3"
90045,15,2015,Q1,"2015, Q1"
90013,19,2019,Q3,"2019, Q3"
90068,17,2017,Q2,"2017, Q2"
90048,19,2019,Q1,"2019, Q1"
90032,19,2019,Q3,"2019, Q3"
90063,19,2019,Q1,"2019, Q1"
90710,19,2019,Q3,"2019, Q3"
91335,19,2019,Q3,"2019, Q3"
90038,89,1989,Q3,"1989, Q3"
90047,19,2019,Q3,"2019, Q3"
90501,0,2000,Q2,"2000, Q2"
91324,22,2022,Q3,"2022, Q3"
90640,21,2021,Q3,"2021, Q3"
90004,8,2008,Q3,"2008, Q3"
90731,98,1998,Q1,"1998, Q1"
90056,16,2016,Q1,"2016, Q1"
91402,16,2016,Q1,"2016, Q1"
90015,13,2013,Q1,"2013, Q1"
90036,14,2014,Q3,"2014, Q3"
90062,19,2019,Q3,"2019, Q3"
91326,16,2016,Q3,"2016, Q3"
90211,16,2016,Q3,"2016, Q3"
90638,19,2019,Q1,"2019, Q1"
90002,19,2019,Q1,"2019, Q1"
91352,21,2021,Q3,"2021, Q3"
91304,18,2018,Q3,"2018, Q3"
90021,20,2020,Q3,"2020, Q3"
90028,19,2019,Q2,"2019, Q2"
90025,94,1994,Q3,"1994, Q3"
90043,16,2016,Q2,"2016, Q2"
90003,1,2001,Q1,"2001, Q1"
91345,19,2019,Q3,"2019, Q3"
90010,7,2007,Q1,"2007, Q1"
91342,21,2021,Q1,"2021, Q1"
91311,14,2014,Q1,"2014, Q1"
91606,15,2015,Q3,"2015, Q3"
91302,22,2022,Q3,"2022, Q3"
90746,19,2019,Q3,"2019, Q3"
90025,2,2002,Q2,"2002, Q2"
91740,21,2021,Q3,"2021, Q3"
90005,17,2017,Q2,"2017, Q2"
90710,94,1994,Q3,"1994, Q3"
90008,19,2019,Q3,"2019, Q3"
91304,20,2020,Q3,"2020, Q3"
90019,19,2019,Q3,"2019, Q3"
90028,16,2016,Q2,"2016, Q2"
90037,18,2018,Q1,"2018, Q1"
90021,87,1987,Q4,"1987, Q4"
90062,15,2015,Q3,"2015, Q3"
90068,5,2005,Q2,"2005, Q2"
91325,7,2007,Q3,"2007, Q3"
90049,70,1970,Q1,"1970, Q1"
90247,15,2015,Q2,"2015, Q2"
90039,15,2015,Q2,"2015, Q2"
90032,15,2015,Q2,"2015, Q2"
90021,19,2019,Q3,"2019, Q3"
90004,18,2018,Q1,"2018, Q1"
91304,14,2014,Q1,"2014, Q1"
91411,19,2019,Q1,"2019, Q1"
90024,94,1994,Q3,"1994, Q3"
91405,12,2012,Q2,"2012, Q2"
90001,13,2013,Q1,"2013, Q1"
91402,20,2020,Q3,"2020, Q3"
91367,15,2015,Q1,"2015, Q1"
91401,14,2014,Q2,"2014, Q2"
91606,0,2000,Q4,"2000, Q4"
90025,9,2009,Q1,"2009, Q1"
91601,21,2021,Q3,"2021, Q3"
91361,21,2021,Q3,"2021, Q3"
91304,22,2022,Q4,"2022, Q4"
90028,13,2013,Q4,"2013, Q4"
90048,99,1999,Q2,"1999, Q2"
91303,19,2019,Q1,"2019, Q1"
90025,14,2014,Q4,"2014, Q4"
91311,2,2002,Q2,"2002, Q2"
90003,20,2020,Q3,"2020, Q3"
93535,22,2022,Q3,"2022, Q3"
90042,22,2022,Q3,"2022, Q3"
91606,0,2000,Q1,"2000, Q1"
90021,16,2016,Q2,"2016, Q2"
90027,16,2016,Q4,"2016, Q4"
90026,90,1990,Q2,"1990, Q2"
90731,19,2019,Q3,"2019, Q3"
91607,19,2019,Q3,"2019, Q3"
91384,19,2019,Q4,"2019, Q4"
91325,16,2016,Q2,"2016, Q2"
91405,14,2014,Q1,"2014, Q1"
91601,15,2015,Q1,"2015, Q1"
90291,19,2019,Q3,"2019, Q3"
91352,77,1977,Q4,"1977, Q4"
90292,13,2013,Q2,"2013, Q2"
90006,18,2018,Q4,"2018, Q4"
90007,21,2021,Q3,"2021, Q3"
91401,15,2015,Q1,"2015, Q1"
90027,17,2017,Q3,"2017, Q3"
90807,11,2011,Q4,"2011, Q4"
90211,21,2021,Q2,"2021, Q2"
90006,1,2001,Q1,"2001, Q1"
91607,15,2015,Q1,"2015, Q1"
90210,16,2016,Q3,"2016, Q3"
91016,18,2018,Q3,"2018, Q3"
91387,21,2021,Q3,"2021, Q3"
90024,3,2003,Q2,"2003, Q2"
90732,17,2017,Q2,"2017, Q2"
91205,7,2007,Q4,"2007, Q4"
90026,63,1963,Q1,"1963, Q1"
91342,16,2016,Q3,"2016, Q3"
90005,18,2018,Q1,"2018, Q1"
90034,15,2015,Q3,"2015, Q3"
90025,7,2007,Q2,"2007, Q2"
91326,21,2021,Q3,"2021, Q3"
90064,21,2021,Q3,"2021, Q3"
90048,93,1993,Q3,"1993, Q3"
90746,20,2020,Q3,"2020, Q3"
90042,62,1962,Q2,"1962, Q2"
90033,20,2020,Q2,"2020, Q2"
90043,19,2019,Q3,"2019, Q3"
91387,3,2003,Q1,"2003, Q1"
90032,18,2018,Q2,"2018, Q2"
90039,13,2013,Q2,"2013, Q2"
91303,10,2010,Q2,"2010, Q2"
91335,21,2021,Q3,"2021, Q3"
91403,15,2015,Q1,"2015, Q1"
90018,19,2019,Q3,"2019, Q3"
90012,17,2017,Q1,"2017, Q1"
90066,22,2022,Q3,"2022, Q3"
90266,16,2016,Q3,"2016, Q3"
90710,12,2012,Q3,"2012, Q3"
91505,97,1997,Q3,"1997, Q3"
90042,20,2020,Q3,"2020, Q3"
90068,19,2019,Q1,"2019, Q1"
90501,13,2013,Q2,"2013, Q2"
91364,18,2018,Q3,"2018, Q3"
90012,98,1998,Q1,"1998, Q1"
91403,22,2022,Q2,"2022, Q2"
90014,16,2016,Q1,"2016, Q1"
90056,11,2011,Q1,"2011, Q1"
90034,21,2021,Q3,"2021, Q3"
90026,19,2019,Q3,"2019, Q3"
91411,16,2016,Q1,"2016, Q1"
90007,15,2015,Q4,"2015, Q4"
90047,16,2016,Q2,"2016, Q2"
90025,14,2014,Q1,"2014, Q1"
91011,16,2016,Q3,"2016, Q3"
90013,16,2016,Q1,"2016, Q1"
90037,19,2019,Q1,"2019, Q1"
90003,22,2022,Q1,"2022, Q1"
90065,18,2018,Q4,"2018, Q4"
90064,17,2017,Q2,"2017, Q2"
91605,22,2022,Q2,"2022, Q2"
90249,86,1986,Q2,"1986, Q2"
91403,8,2008,Q3,"2008, Q3"
90044,19,2019,Q3,"2019, Q3"
90038,22,2022,Q2,"2022, Q2"
90008,15,2015,Q3,"2015, Q3"
90007,21,2021,Q3,"2021, Q3"
91506,21,2021,Q3,"2021, Q3"
91352,15,2015,Q3,"2015, Q3"
90063,18,2018,Q1,"2018, Q1"
91307,17,2017,Q1,"2017, Q1"
90025,16,2016,Q2,"2016, Q2"
90066,11,2011,Q4,"2011, Q4"
91331,19,2019,Q3,"2019, Q3"
90048,20,2020,Q3,"2020, Q3"
90021,22,2022,Q2,"2022, Q2"
90650,3,2003,Q1,"2003, Q1"
90007,19,2019,Q3,"2019, Q3"
90003,14,2014,Q4,"2014, Q4"
90037,19,2019,Q3,"2019, Q3"
90006,19,2019,Q3,"2019, Q3"
91352,19,2019,Q3,"2019, Q3"
90019,19,2019,Q3,"2019, Q3"
90023,20,2020,Q2,"2020, Q2"
90291,70,1970,Q1,"1970, Q1"
90047,97,1997,Q3,"1997, Q3"
91607,19,2019,Q1,"2019, Q1"
90017,19,2019,Q1,"2019, Q1"
91411,15,2015,Q1,"2015, Q1"
91331,93,1993,Q3,"1993, Q3"
90006,15,2015,Q2,"2015, Q2"
91206,22,2022,Q3,"2022, Q3"
90027,17,2017,Q4,"2017, Q4"
90017,19,2019,Q3,"2019, Q3"
90006,18,2018,Q3,"2018, Q3"
91356,18,2018,Q1,"2018, Q1"
90501,17,2017,Q2,"2017, Q2"
91607,16,2016,Q1,"2016, Q1"
91604,1,2001,Q4,"2001, Q4"
91324,13,2013,Q3,"2013, Q3"
91607,19,2019,Q3,"2019, Q3"
90291,7,2007,Q1,"2007, Q1"
91303,14,2014,Q4,"2014, Q4"
90044,19,2019,Q3,"2019, Q3"
90021,11,2011,Q2,"2011, Q2"
91367,10,2010,Q1,"2010, Q1"
91331,17,2017,Q1,"2017, Q1"
90007,13,2013,Q3,"2013, Q3"
90002,17,2017,Q2,"2017, Q2"
90063,15,2015,Q4,"2015, Q4"
90003,19,2019,Q3,"2019, Q3"
90064,18,2018,Q3,"2018, Q3"
91311,19,2019,Q4,"2019, Q4"
90033,93,1993,Q3,"1993, Q3"
91423,17,2017,Q3,"2017, Q3"
90045,16,2016,Q2,"2016, Q2"
90008,18,2018,Q4,"2018, Q4"
90011,14,2014,Q2,"2014, Q2"
91423,99,1999,Q2,"1999, Q2"
91342,15,2015,Q2,"2015, Q2"
90067,17,2017,Q1,"2017, Q1"
90064,98,1998,Q1,"1998, Q1"
90044,19,2019,Q3,"2019, Q3"
90058,17,2017,Q1,"2017, Q1"
90401,17,2017,Q1,"2017, Q1"
90023,20,2020,Q3,"2020, Q3"
91423,20,2020,Q3,"2020, Q3"
91342,10,2010,Q4,"2010, Q4"
90061,21,2021,Q3,"2021, Q3"
90020,15,2015,Q1,"2015, Q1"
90039,21,2021,Q1,"2021, Q1"
90029,53,1953,Q1,"1953, Q1"
90066,17,2017,Q1,"2017, Q1"
90027,17,2017,Q3,"2017, Q3"
91352,19,2019,Q1,"2019, Q1"
90066,20,2020,Q1,"2020, Q1"
90049,15,2015,Q2,"2015, Q2"
91344,1,2001,Q1,"2001, Q1"
90038,18,2018,Q3,"2018, Q3"
90004,19,2019,Q3,"2019, Q3"
90038,18,2018,Q2,"2018, Q2"
90013,7,2007,Q1,"2007, Q1"
90212,6,2006,Q4,"2006, Q4"
90048,12,2012,Q1,"2012, Q1"
90292,18,2018,Q2,"2018, Q2"
90020,19,2019,Q3,"2019, Q3"
91401,17,2017,Q1,"2017, Q1"
90008,15,2015,Q3,"2015, Q3"
93536,10,2010,Q2,"2010, Q2"
90404,10,2010,Q1,"2010, Q1"
90043,19,2019,Q4,"2019, Q4"
90036,20,2020,Q4,"2020, Q4"
91364,16,2016,Q4,"2016, Q4"
90039,19,2019,Q1,"2019, Q1"
91342,20,2020,Q3,"2020, Q3"
91335,16,2016,Q3,"2016, Q3"
91606,13,2013,Q1,"2013, Q1"
90021,16,2016,Q1,"2016, Q1"
91406,88,1988,Q3,"1988, Q3"
90006,19,2019,Q3,"2019, Q3"
90065,19,2019,Q1,"2019, Q1"
91605,21,2021,Q3,"2021, Q3"
91306,19,2019,Q3,"2019, Q3"
90007,22,2022,Q3,"2022, Q3"
91303,2,2002,Q4,"2002, Q4"
91335,21,2021,Q2,"2021, Q2"
90001,91,1991,Q3,"1991, Q3"
90064,14,2014,Q2,"2014, Q2"
91331,6,2006,Q1,"2006, Q1"
90006,10,2010,Q1,"2010, Q1"
90221,17,2017,Q1,"2017, Q1"
91324,19,2019,Q1,"2019, Q1"
90034,12,2012,Q4,"2012, Q4"
90061,16,2016,Q1,"2016, Q1"
90027,11,2011,Q3,"2011, Q3"
91406,4,2004,Q1,"2004, Q1"
90024,22,2022,Q2,"2022, Q2"
90062,21,2021,Q3,"2021, Q3"
90701,14,2014,Q3,"2014, Q3"
90059,19,2019,Q3,"2019, Q3"
90021,17,2017,Q3,"2017, Q3"
91331,21,2021,Q1,"2021, Q1"
91303,19,2019,Q3,"2019, Q3"
90007,19,2019,Q3,"2019, Q3"
91344,12,2012,Q1,"2012, Q1"
90731,7,2007,Q1,"2007, Q1"
90037,20,2020,Q3,"2020, Q3"
90061,15,2015,Q1,"2015, Q1"
90066,17,2017,Q3,"2017, Q3"
90292,15,2015,Q4,"2015, Q4"
90015,15,2015,Q2,"2015, Q2"
90034,13,2013,Q2,"2013, Q2"
90041,22,2022,Q1,"2022, Q1"
90064,20,2020,Q2,"2020, Q2"
90025,19,2019,Q3,"2019, Q3"
90018,19,2019,Q3,"2019, Q3"
91405,21,2021,Q1,"2021, Q1"
90045,12,2012,Q1,"2012, Q1"
91606,15,2015,Q4,"2015, Q4"
91606,12,2012,Q3,"2012, Q3"
90019,14,2014,Q1,"2014, Q1"
90017,15,2015,Q3,"2015, Q3"
91405,16,2016,Q3,"2016, Q3"
90019,18,2018,Q1,"2018, Q1"
91206,15,2015,Q1,"2015, Q1"
90024,21,2021,Q1,"2021, Q1"
91040,3,2003,Q2,"2003, Q2"
91307,3,2003,Q3,"2003, Q3"
91423,17,2017,Q3,"2017, Q3"
91303,90,1990,Q4,"1990, Q4"
90022,22,2022,Q3,"2022, Q3"
91364,17,2017,Q1,"2017, Q1"
90066,73,1973,Q3,"1973, Q3"
91303,19,2019,Q3,"2019, Q3"
91406,21,2021,Q3,"2021, Q3"
91344,7,2007,Q2,"2007, Q2"
91601,22,2022,Q2,"2022, Q2"
91343,17,2017,Q4,"2017, Q4"
90401,19,2019,Q2,"2019, Q2"
90059,15,2015,Q1,"2015, Q1"
91306,13,2013,Q3,"2013, Q3"
90036,71,1971,Q2,"1971, Q2"
90210,6,2006,Q4,"2006, Q4"
90047,15,2015,Q3,"2015, Q3"
91411,20,2020,Q4,"2020, Q4"
90029,21,2021,Q2,"2021, Q2"
90061,15,2015,Q3,"2015, Q3"
90017,20,2020,Q3,"2020, Q3"
90011,20,2020,Q3,"2020, Q3"
90019,16,2016,Q2,"2016, Q2"
91604,13,2013,Q4,"2013, Q4"
90006,19,2019,Q3,"2019, Q3"
90044,19,2019,Q3,"2019, Q3"
90047,5,2005,Q4,"2005, Q4"
91356,20,2020,Q1,"2020, Q1"
90035,20,2020,Q2,"2020, Q2"
91345,20,2020,Q3,"2020, Q3"
91311,81,1981,Q1,"1981, Q1"
91605,17,2017,Q1,"2017, Q1"
91403,16,2016,Q2,"2016, Q2"
90059,8,2008,Q2,"2008, Q2"
90015,6,2006,Q1,"2006, Q1"
90015,10,2010,Q2,"2010, Q2"
91342,17,2017,Q2,"2017, Q2"
91601,8,2008,Q1,"2008, Q1"
90745,21,2021,Q1,"2021, Q1"
91352,10,2010,Q1,"2010, Q1"
90031,17,2017,Q4,"2017, Q4"
90250,21,2021,Q3,"2021, Q3"
91741,17,2017,Q2,"2017, Q2"
90062,15,2015,Q3,"2015, Q3"
90032,19,2019,Q1,"2019, Q1"
91306,19,2019,Q1,"2019, Q1"
90723,20,2020,Q3,"2020, Q3"
91352,22,2022,Q1,"2022, Q1"
90045,89,1989,Q3,"1989, Q3"
90038,19,2019,Q3,"2019, Q3"
91405,17,2017,Q2,"2017, Q2"
90038,15,2015,Q3,"2015, Q3"
90042,13,2013,Q3,"2013, Q3"
90710,18,2018,Q3,"2018, Q3"
91344,17,2017,Q2,"2017, Q2"
91367,98,1998,Q3,"1998, Q3"
91605,20,2020,Q2,"2020, Q2"
90049,15,2015,Q2,"2015, Q2"
90024,17,2017,Q2,"2017, Q2"
90012,22,2022,Q2,"2022, Q2"
91356,16,2016,Q3,"2016, Q3"
91355,11,2011,Q1,"2011, Q1"
90032,15,2015,Q1,"2015, Q1"
90292,22,2022,Q1,"2022, Q1"
90007,79,1979,Q3,"1979, Q3"
90003,5,2005,Q4,"2005, Q4"
90031,19,2019,Q1,"2019, Q1"
91324,84,1984,Q2,"1984, Q2"
91402,9,2009,Q2,"2009, Q2"
90023,15,2015,Q4,"2015, Q4"
90032,18,2018,Q3,"2018, Q3"
90002,19,2019,Q3,"2019, Q3"
90027,3,2003,Q1,"2003, Q1"
91345,12,2012,Q4,"2012, Q4"
90047,22,2022,Q2,"2022, Q2"
90710,14,2014,Q4,"2014, Q4"
91405,0,2000,Q2,"2000, Q2"
90006,19,2019,Q3,"2019, Q3"
90013,19,2019,Q1,"2019, Q1"
91505,19,2019,Q3,"2019, Q3"
91340,13,2013,Q4,"2013, Q4"
91405,16,2016,Q4,"2016, Q4"
90026,6,2006,Q1,"2006, Q1"
91406,16,2016,Q4,"2016, Q4"
91106,16,2016,Q3,"2016, Q3"
91331,17,2017,Q2,"2017, Q2"
90020,14,2014,Q2,"2014, Q2"
91344,21,2021,Q3,"2021, Q3"
91402,16,2016,Q1,"2016, Q1"
90710,19,2019,Q3,"2019, Q3"
